date,hf_mom_pct,hf_mobility_factor,hf_yoy
2015-01-16,-0.183450,74.636014,
2015-01-19,4.793111,78.213401,
2015-01-20,0.535661,78.632360,
2015-01-21,-2.508400,76.659946,
2015-01-22,0.367872,76.941956,
2015-01-23,-0.577586,76.497550,
2015-01-26,0.698036,77.031531,
2015-01-27,0.677819,77.553665,
2015-01-28,1.003563,78.331965,
2015-01-29,0.917281,79.050489,
2015-01-30,0.534777,79.473233,
2015-02-02,1.864957,80.955375,
2015-02-03,-0.996943,80.148296,
2015-02-04,0.793722,80.784450,
2015-02-05,0.803209,81.433318,
2015-02-06,0.554868,81.885165,
2015-02-09,-0.877307,81.166781,
2015-02-10,-0.513748,80.749788,
2015-02-11,0.093408,80.825215,
2015-02-12,0.062733,80.875919,
2015-02-13,-0.004069,80.872628,
2015-02-16,0.403288,81.198778,
2015-02-17,-0.275366,80.975184,
2015-02-25,0.469129,81.355062,
2015-02-26,-1.339184,80.265568,
2015-02-27,0.330767,80.531061,
2015-03-02,0.128380,80.634446,
2015-03-03,1.637425,81.954774,
2015-03-04,0.304258,82.204128,
2015-03-05,0.980963,83.010521,
2015-03-06,-0.487361,82.605960,
2015-03-09,-0.774518,81.966162,
2015-03-10,1.229704,82.974103,
2015-03-11,-0.177409,82.826899,
2015-03-12,-1.648202,81.461745,
2015-03-13,0.440366,81.820475,
2015-03-16,0.002556,81.822565,
2015-03-17,-0.247432,81.620110,
2015-03-18,-0.683678,81.062091,
2015-03-19,0.425773,81.407232,
2015-03-20,-0.210177,81.236132,
2015-03-23,-0.575511,80.768609,
2015-03-24,0.582800,81.239328,
2015-03-25,1.506609,82.463287,
2015-03-26,-1.132687,81.529236,
2015-03-27,-0.510431,81.113085,
2015-03-30,-1.847162,79.614795,
2015-03-31,0.998538,80.409779,
2015-04-01,0.060414,80.458357,
2015-04-02,1.020279,81.279257,
2015-04-03,0.465657,81.657740,
2015-04-07,-0.879289,80.939732,
2015-04-08,-1.342401,79.853197,
2015-04-09,0.340059,80.124744,
2015-04-10,-0.294344,79.888902,
2015-04-13,-0.508348,79.482788,
2015-04-14,-0.013364,79.472167,
2015-04-15,-1.103813,78.594943,
2015-04-16,-1.487996,77.425453,
2015-04-17,-1.284046,76.431274,
2015-04-20,0.916696,77.131917,
2015-04-21,0.558765,77.562903,
2015-04-22,-0.166804,77.433525,
2015-04-23,0.689578,77.967489,
2015-04-24,0.545348,78.392683,
2015-04-27,-1.989267,76.833243,
2015-04-28,-1.817270,75.436976,
2015-04-29,1.307998,76.423691,
2015-04-30,1.491811,77.563788,
2015-05-04,-0.239059,77.378365,
2015-05-05,1.619275,78.631334,
2015-05-06,0.759598,79.228616,
2015-05-07,1.029737,80.044462,
2015-05-08,0.522182,80.462440,
2015-05-11,0.055656,80.507222,
2015-05-12,0.347864,80.787278,
2015-05-13,0.760771,81.401884,
2015-05-14,0.406280,81.732604,
2015-05-15,1.265884,82.767244,
2015-05-18,1.843380,84.292959,
2015-05-19,-1.105143,83.361401,
2015-05-20,0.693819,83.939779,
2015-05-21,0.944150,84.732296,
2015-05-22,-1.403560,83.543027,
2015-05-25,-1.506074,82.284808,
2015-05-26,0.491113,82.688919,
2015-05-27,0.580614,83.169023,
2015-05-28,2.179078,84.981341,
2015-05-29,0.684263,85.562836,
2015-06-01,-1.298508,84.451796,
2015-06-02,0.774167,85.105593,
2015-06-03,0.410384,85.454853,
2015-06-04,-1.023062,84.580597,
2015-06-05,-0.200190,84.411275,
2015-06-08,-3.762025,81.235702,
2015-06-09,0.464806,81.613290,
2015-06-10,1.411584,82.765330,
2015-06-11,0.962401,83.561865,
2015-06-12,0.211427,83.738538,
2015-06-15,-2.207931,81.889649,
2015-06-16,0.333880,82.163062,
2015-06-17,-0.193126,82.004383,
2015-06-18,1.833847,83.508218,
2015-06-19,1.352023,84.637268,
2015-06-23,-1.959043,82.979187,
2015-06-24,-0.835632,82.285786,
2015-06-25,0.555539,82.742916,
2015-06-26,1.665493,84.120993,
2015-06-29,-1.429897,82.918150,
2015-06-30,-2.306626,81.005538,
2015-07-01,1.238966,82.009169,
2015-07-02,-1.565301,80.725479,
2015-07-03,0.978375,81.515277,
2015-07-06,-4.669748,77.708719,
2015-07-07,-2.639586,75.657530,
2015-07-08,2.930081,77.874357,
2015-07-09,-2.375433,76.024504,
2015-07-10,-1.313580,75.025862,
2015-07-13,1.385219,76.065134,
2015-07-14,2.905863,78.275483,
2015-07-15,-0.477872,77.901426,
2015-07-16,0.368486,78.188482,
2015-07-17,0.328524,78.445351,
2015-07-20,0.954323,79.193972,
2015-07-21,0.820021,79.843380,
2015-07-22,0.850450,80.522408,
2015-07-23,-0.095521,80.445492,
2015-07-24,0.885791,81.158070,
2015-07-27,3.140707,83.707008,
2015-07-28,-1.217823,82.687605,
2015-07-29,0.109367,82.778038,
2015-07-30,0.476393,83.172387,
2015-07-31,-0.972998,82.363121,
2015-08-03,-2.218110,80.536216,
2015-08-04,0.577810,81.001563,
2015-08-05,1.168699,81.948228,
2015-08-06,0.613837,82.451257,
2015-08-07,0.274120,82.677272,
2015-08-10,-0.793278,82.021411,
2015-08-11,0.584774,82.501051,
2015-08-12,0.191129,82.658735,
2015-08-13,0.295091,82.902653,
2015-08-14,0.363436,83.203951,
2015-08-17,0.770171,83.844764,
2015-08-18,0.609202,84.355548,
2015-08-19,0.457962,84.741864,
2015-08-20,0.647723,85.290756,
2015-08-21,0.577832,85.783594,
2015-08-24,3.459232,88.751048,
2015-08-25,1.989078,90.516375,
2015-08-26,-1.803880,88.883569,
2015-08-27,-2.116522,87.002328,
2015-08-28,-0.705057,86.388913,
2015-08-31,-1.170432,85.377789,
2015-09-01,-3.436944,82.443402,
2015-09-02,-2.434714,80.436142,
2015-09-07,3.728772,83.435422,
2015-09-08,0.573397,83.913838,
2015-09-09,0.340923,84.199919,
2015-09-10,0.162750,84.336955,
2015-09-11,0.684324,84.914093,
2015-09-14,-1.668974,83.496898,
2015-09-15,-0.026542,83.474736,
2015-09-16,-0.144555,83.354069,
2015-09-17,0.992955,84.181737,
2015-09-18,0.569984,84.661559,
2015-09-21,0.645615,85.208147,
2015-09-22,-0.407718,84.860738,
2015-09-23,1.171550,85.854924,
2015-09-24,0.258305,86.076692,
2015-09-25,-0.782652,85.403011,
2015-09-28,1.051931,86.301391,
2015-09-29,0.699588,86.905145,
2015-09-30,-0.334147,86.614755,
2015-10-08,-0.177135,86.461330,
2015-10-09,-0.168874,86.315319,
2015-10-12,-0.379833,85.987465,
2015-10-13,0.750067,86.632428,
2015-10-14,0.072829,86.695522,
2015-10-15,0.027707,86.719543,
2015-10-16,-0.258173,86.495657,
2015-10-19,0.080281,86.565096,
2015-10-20,0.190483,86.729989,
2015-10-21,-1.361252,85.549375,
2015-10-22,0.981251,86.388829,
2015-10-23,0.396827,86.731643,
2015-10-26,-0.202854,86.555704,
2015-10-27,0.262784,86.783159,
2015-10-28,0.066778,86.841110,
2015-10-29,-0.140487,86.719110,-14.249591
2015-10-30,-1.069987,85.791227,-15.151648
2015-11-02,0.697903,86.389966,-14.642392
2015-11-03,0.227875,86.586827,-14.193475
2015-11-04,-0.842326,85.857484,-14.923800
2015-11-05,-1.439322,84.621718,-16.627081
2015-11-06,-0.259882,84.401802,-17.628833
2015-11-09,-0.379032,84.081893,-17.801920
2015-11-10,0.536294,84.532819,-16.997012
2015-11-11,0.825017,85.230229,-15.643908
2015-11-12,0.778821,85.894019,-14.180241
2015-11-13,-0.074728,85.829832,-14.762573
2015-11-16,0.731839,86.457969,-13.693252
2015-11-17,-0.348940,86.156283,-14.405128
2015-11-18,-0.197016,85.986541,-15.009662
2015-11-19,0.538427,86.449516,-14.411883
2015-11-20,0.753461,87.100879,-12.177364
2015-11-23,0.010594,87.110106,-10.285208
2015-11-24,0.481586,87.529617,-10.058973
2015-11-25,0.362104,87.846565,-9.240045
2015-11-26,0.037160,87.879209,-9.032900
2015-11-27,0.833632,88.611798,-9.283809
2015-11-30,-0.025649,88.589069,-10.276307
2015-12-01,-0.316019,88.309111,-11.049218
2015-12-02,-2.865117,85.778952,-13.874180
2015-12-03,0.231444,85.977482,-12.999699
2015-12-04,1.332708,87.123311,-10.712797
2015-12-07,0.587619,87.635264,-9.888943
2015-12-08,0.391097,87.978003,-8.729065
2015-12-09,-0.296069,87.717528,-8.502028
2015-12-10,0.360839,88.034047,-6.346016
2015-12-11,-0.025479,88.011617,-5.565472
2015-12-14,-1.792303,86.434182,-5.230931
2015-12-15,1.033491,87.327471,-4.282956
2015-12-16,0.420842,87.694982,-1.180200
2015-12-17,0.044664,87.734150,1.290188
2015-12-18,-0.334708,87.440496,3.075586
2015-12-21,-1.075816,86.499797,-0.119900
2015-12-22,0.314664,86.771981,0.736891
2015-12-23,-0.543323,86.300529,-1.230850
2015-12-24,0.575978,86.797601,-0.906365
2015-12-25,0.502500,87.233759,1.910993
2015-12-28,0.889952,88.010098,4.871578
2015-12-29,-0.009169,88.002028,6.632779
2015-12-30,0.665845,88.587985,7.045902
2015-12-31,-0.358835,88.270100,8.549797
2016-01-04,0.675162,88.866066,12.522602
2016-01-05,-0.951878,88.020170,10.124463
2016-01-06,-0.165107,87.874842,7.177183
2016-01-07,0.748942,88.532974,9.877602
2016-01-08,-1.229911,87.444097,10.625656
2016-01-11,0.155329,87.579923,11.943492
2016-01-12,-0.353655,87.270192,12.590961
2016-01-13,-0.360389,86.955679,13.475044
2016-01-14,0.502434,87.392574,16.412554
2016-01-15,0.781133,88.075226,16.446005
2016-01-18,0.829705,88.805990,17.614604
2016-01-19,-0.492914,88.368253,15.392728
2016-01-20,0.430318,88.748518,16.010024
2016-01-21,-0.136584,88.627301,15.339753
2016-01-22,-0.132775,88.509627,14.549880
2016-01-25,0.197244,88.684207,14.779760
2016-01-26,0.908940,89.490294,17.967083
2016-01-27,-0.140723,89.364360,18.009880
2016-01-28,-0.399312,89.007518,12.927983
2016-01-29,-0.264586,88.772017,12.128816
2016-02-01,0.394450,89.122178,15.062886
2016-02-02,0.300086,89.389621,14.995326
2016-02-03,0.620456,89.944245,16.193126
2016-02-04,0.147911,90.077282,15.645316
2016-02-05,-0.042329,90.039153,14.927446
2016-02-15,0.593215,90.573279,14.520348
2016-02-16,-0.281314,90.318483,13.325537
2016-02-17,0.113228,90.420749,12.905349
2016-02-18,0.107551,90.517997,11.165062
2016-02-19,0.445628,90.921371,12.611646
2016-02-22,-0.756986,90.233109,11.061192
2016-02-23,0.356224,90.554541,10.616783
2016-02-24,-0.425332,90.169383,9.637210
2016-02-25,0.649182,90.754747,11.165472
2016-02-26,-0.900241,89.937736,10.776227
2016-02-29,-1.732563,88.379508,8.935115
2016-03-01,-0.231509,88.174901,8.640624
2016-03-02,-0.668019,87.585876,7.974432
2016-03-03,-0.182806,87.425763,7.388981
2016-03-04,-2.666181,85.094834,4.962359
2016-03-07,0.885613,85.848444,5.376040
2016-03-08,0.246768,86.060290,6.970736
2016-03-09,-0.290001,85.810714,6.350092
2016-03-10,0.667748,86.383713,6.887323
2016-03-11,-0.364338,86.068984,4.898156
2016-03-14,0.666185,86.642363,5.258335
2016-03-15,-0.501624,86.207745,3.779266
2016-03-16,-0.894244,85.436837,3.369553
2016-03-17,0.853410,86.165964,4.996875
2016-03-18,0.666048,86.739871,4.438510
2016-03-21,-0.241815,86.530120,4.373969
2016-03-22,0.574208,87.026983,6.608470
2016-03-23,0.278718,87.269543,6.447401
2016-03-24,0.292984,87.525228,6.737401
2016-03-25,0.058773,87.576670,7.043895
2016-03-28,0.466522,87.985234,8.195359
2016-03-29,-0.166599,87.838652,7.603752
2016-03-30,0.108497,87.933954,7.922589
2016-03-31,-0.222621,87.738195,8.276894
2016-04-01,-0.493615,87.305106,7.200949
2016-04-05,0.523159,87.761851,6.227372
2016-04-06,0.374493,88.090513,7.740317
2016-04-07,0.160662,88.232041,8.412588
2016-04-08,0.228381,88.433546,10.505144
2016-04-11,0.023963,88.454737,9.535518
2016-04-12,-0.256299,88.228028,9.218494
2016-04-13,-0.274799,87.985578,7.928207
2016-04-14,0.164982,88.130738,7.628476
2016-04-15,-0.078093,88.061914,8.433530
2016-04-18,0.143783,88.188532,9.928703
2016-04-19,-0.116243,88.086020,9.472911
2016-04-20,-0.908233,87.285994,8.855306
2016-04-21,-0.160896,87.145554,9.203925
2016-04-22,-0.120871,87.040220,9.096346
2016-04-25,-0.020501,87.022376,10.185792
2016-04-26,-0.113841,86.923309,11.571064
2016-04-27,-0.203019,86.746838,12.660201
2016-04-28,-0.292222,86.493345,11.455031
2016-04-29,-0.917332,85.699913,9.976256
2016-05-03,0.132708,85.813644,10.275819
2016-05-04,0.198978,85.984395,9.787389
2016-05-05,0.193286,86.150590,9.436622
2016-05-06,0.212482,86.333645,11.658198
2016-05-09,-0.290796,86.082590,13.200963
2016-05-10,-0.113740,85.984680,11.787640
2016-05-11,-0.704296,85.379093,9.600059
2016-05-12,-0.115037,85.280875,9.724300
2016-05-13,0.117263,85.380878,8.235190
2016-05-16,0.181665,85.535985,7.659962
2016-05-17,0.114830,85.634206,6.750255
2016-05-18,-0.823392,84.929101,5.402631
2016-05-19,0.345357,85.222409,5.691752
2016-05-20,0.159248,85.358124,5.503612
2016-05-23,0.428320,85.723730,5.173126
2016-05-24,0.012378,85.734341,4.780046
2016-05-25,-0.010845,85.725043,3.511262
2016-05-26,0.023185,85.744918,1.707849
2016-05-27,-0.012340,85.734337,2.806803
2016-05-30,-0.370088,85.417045,1.744605
2016-05-31,-0.333592,85.132100,0.470735
2016-06-01,0.457693,85.521744,2.340886
2016-06-02,0.364146,85.833168,4.221901
2016-06-03,-0.258733,85.611090,3.472922
2016-06-06,0.167888,85.754820,3.061734
2016-06-07,0.092108,85.833807,0.998124
2016-06-08,0.197110,86.002994,0.513108
2016-06-13,0.138654,86.122241,1.958679
2016-06-14,-0.174860,85.971648,1.012481
2016-06-15,0.753988,86.619864,1.354097
2016-06-16,0.434793,86.996481,2.816278
2016-06-17,0.046441,87.036883,3.063098
2016-06-20,0.132205,87.151950,7.029832
2016-06-21,-0.372446,86.827356,6.192961
2016-06-22,0.209582,87.009330,5.000610
2016-06-23,0.160654,87.149114,4.203335
2016-06-24,0.547345,87.626120,4.537983
2016-06-27,0.212161,87.812029,6.982590
2016-06-28,0.137662,87.932913,6.786834
2016-06-29,-0.317056,87.654116,6.662587
2016-06-30,0.061977,87.708441,4.907310
2016-07-01,-0.136823,87.588436,3.427429
2016-07-04,-0.275350,87.347261,5.130186
2016-07-05,-0.024370,87.325974,5.944956
2016-07-06,0.024211,87.347117,5.415162
2016-07-07,0.073035,87.410910,3.836395
2016-07-08,0.569659,87.908855,5.844656
2016-07-11,-0.679276,87.311711,7.496707
2016-07-12,-1.031689,86.410926,5.228306
2016-07-13,0.111314,86.507114,6.917240
2016-07-14,0.305238,86.771166,6.248393
2016-07-15,-0.402956,86.421516,10.626921
2016-07-18,-0.092613,86.341479,13.209314
2016-07-19,0.458029,86.736948,10.778322
2016-07-20,0.258928,86.961534,13.441017
2016-07-21,-0.228674,86.762676,14.534365
2016-07-22,0.082191,86.833987,13.240810
2016-07-25,-0.266110,86.602913,10.109902
2016-07-26,-0.197791,86.431620,10.390932
2016-07-27,-1.104030,85.477389,8.912954
2016-07-28,-0.136329,85.360859,8.448545
2016-07-29,-0.390715,85.027341,7.107267
2016-08-01,-0.512773,84.591343,5.776498
2016-08-02,0.182863,84.746030,5.112340
2016-08-03,0.043043,84.782507,5.250940
2016-08-04,0.223363,84.971879,4.592163
2016-08-05,-0.212866,84.791003,1.286674
2016-08-08,-0.112906,84.695269,2.399004
2016-08-09,-0.180204,84.542645,2.109330
2016-08-10,0.033149,84.570669,1.667211
2016-08-11,-0.617892,84.048114,2.025165
2016-08-12,-0.980424,83.224086,3.282983
2016-08-15,-1.047976,82.351918,1.653329
2016-08-16,0.698156,82.926863,1.187137
2016-08-17,0.293621,83.170354,0.868367
2016-08-18,0.265600,83.391254,0.859870
2016-08-19,-0.072446,83.330841,1.583839
2016-08-22,-0.263823,83.110995,0.736597
2016-08-23,-0.387261,82.789138,0.157637
2016-08-24,0.292415,83.031226,0.154968
2016-08-25,-0.054464,82.986004,-0.262287
2016-08-26,-0.372814,82.676621,-1.403018
2016-08-29,-0.536878,82.232748,-2.548696
2016-08-30,0.019391,82.248694,-2.986223
2016-08-31,-0.620758,81.738128,-4.254551
2016-09-01,0.157672,81.867006,-4.673173
2016-09-02,-0.384314,81.552379,-8.458973
2016-09-05,0.112925,81.644472,-10.315666
2016-09-06,0.393166,81.965470,-8.102923
2016-09-07,-0.045233,81.928394,-6.008926
2016-09-08,0.174163,82.071083,-5.127360
2016-09-09,0.044237,82.107389,-3.905797
2016-09-12,-0.197204,81.945470,-0.605800
2016-09-13,0.385138,82.261072,2.243440
2016-09-14,0.328027,82.530911,-1.090005
2016-09-19,0.035358,82.560092,-1.626412
2016-09-20,0.190992,82.717775,-1.775946
2016-09-21,-0.026409,82.695930,-1.964975
2016-09-22,-0.301393,82.446690,-2.948816
2016-09-23,0.045432,82.484147,-1.220336
2016-09-26,0.153502,82.610762,-1.040406
2016-09-27,0.115523,82.706196,-0.780290
2016-09-28,0.158835,82.837563,-1.609639
2016-09-29,-0.145516,82.717020,-2.323626
2016-09-30,0.052750,82.760654,-2.914430
2016-10-10,0.079508,82.826455,-2.426402
2016-10-11,-0.022010,82.808225,-3.613155
2016-10-12,0.168905,82.948093,-3.702364
2016-10-13,0.063967,83.001152,-2.852687
2016-10-14,-0.136078,82.888206,-4.035294
2016-10-17,0.155809,83.017353,-4.576758
2016-10-18,-0.423027,82.666167,-4.665976
2016-10-19,-0.082488,82.597978,-4.571206
2016-10-20,0.095245,82.676649,-4.306989
2016-10-21,-0.513945,82.251736,-4.441704
2016-10-24,-0.614514,81.746288,-5.805381
2016-10-25,0.101117,81.828947,-5.777117
2016-10-26,-0.021437,81.811405,-5.826260
2016-10-27,-0.159937,81.680559,-5.727818
2016-10-28,-0.426324,81.332335,-6.235303
2016-10-31,-0.134411,81.223015,-6.560107
2016-11-01,-0.023897,81.203605,-5.213405
2016-11-02,0.278398,81.429674,-5.911862
2016-11-03,-0.371718,81.126985,-6.680314
2016-11-04,0.106639,81.213498,-6.370672
2016-11-07,-0.059281,81.165354,-6.692410
2016-11-08,-0.094657,81.088525,-6.853867
2016-11-09,0.085258,81.157659,-6.628060
2016-11-10,-0.166123,81.022838,-5.718569
2016-11-11,-0.251399,80.819147,-6.665763
2016-11-14,-0.153649,80.694969,-7.047147
2016-11-15,0.303719,80.940055,-5.897993
2016-11-16,0.066768,80.994097,-4.381468
2016-11-17,-0.296643,80.753833,-4.418332
2016-11-18,0.306414,81.001274,-3.732635
2016-11-21,-0.417508,80.663087,-4.685878
2016-11-22,-0.207182,80.495968,-5.714907
2016-11-23,-0.353896,80.211096,-6.845234
2016-11-24,-0.392569,79.896213,-7.163819
2016-11-25,-0.509040,79.489509,-8.403333
2016-11-28,-0.375885,79.190720,-8.430376
2016-11-29,-0.949106,78.439116,-9.186804
2016-11-30,0.666970,78.962282,-9.059032
2016-12-01,-0.284654,78.737512,-10.094728
2016-12-02,-0.258511,78.533967,-10.364168
2016-12-05,0.750906,79.123683,-10.096498
2016-12-06,0.301144,79.361959,-10.157256
2016-12-07,0.231659,79.545808,-9.963018
2016-12-08,-0.181792,79.401200,-10.975152
2016-12-09,-0.791853,78.772459,-11.744505
2016-12-12,-0.637694,78.270132,-12.067722
2016-12-13,0.096496,78.345659,-9.064310
2016-12-14,0.105890,78.428619,-9.189653
2016-12-15,1.443226,79.560521,-9.080648
2016-12-16,0.332090,79.824734,-9.335006
2016-12-19,0.150326,79.944732,-9.575128
2016-12-20,0.392878,80.258817,-8.886511
2016-12-21,-0.380180,79.953690,-9.627605
2016-12-22,-0.044424,79.918171,-9.646557
2016-12-23,-0.004294,79.914740,-7.842291
2016-12-26,-0.035172,79.886632,-8.905656
2016-12-27,0.464965,80.258077,-8.861727
2016-12-28,0.013389,80.268823,-8.892993
2016-12-29,-0.066148,80.215726,-8.623893
2016-12-30,-0.265633,80.002647,-7.808235
2017-01-03,-0.260815,79.793988,-8.383561
2017-01-04,-0.013526,79.783195,-7.852283
2017-01-05,-0.121967,79.685886,-8.548651
2017-01-06,-0.141834,79.572864,-9.191827
2017-01-09,-0.109754,79.485529,-10.187657
2017-01-10,-0.063217,79.435281,-10.241724
2017-01-11,-0.044775,79.399714,-10.950147
2017-01-12,-0.116709,79.307048,-10.707443
2017-01-13,-0.919422,78.577881,-12.304011
2017-01-16,-1.840011,77.132039,-13.204724
2017-01-17,0.401914,77.442044,-12.638372
2017-01-18,-0.484086,77.067158,-13.869784
2017-01-19,0.003037,77.069498,-12.629211
2017-01-20,0.274812,77.281295,-12.509983
2017-01-23,0.213256,77.446102,-11.942673
2017-01-24,-0.412645,77.126524,-11.995131
2017-01-25,-0.104524,77.045909,-12.600885
2017-01-26,-0.109454,76.961579,-13.488496
2017-02-03,0.333188,77.218006,-13.982144
2017-02-06,0.297332,77.447600,-13.191120
2017-02-07,0.142905,77.558277,-13.477711
2017-02-08,0.007405,77.564020,-13.333630
2017-02-09,0.041929,77.596541,-13.158847
2017-02-10,-0.460357,77.239320,-13.817317
2017-02-13,-0.006144,77.234574,-14.728296
2017-02-14,-0.084372,77.169409,-14.671882
2017-02-15,-0.346563,76.901969,-14.618936
2017-02-16,0.029934,76.924988,-14.324070
2017-02-17,0.166060,77.052730,-14.551822
2017-02-20,-0.500656,76.666961,-15.353373
2017-02-21,0.156686,76.787087,-15.815349
2017-02-22,-0.110659,76.702115,-16.073870
2017-02-23,0.256602,76.898935,-15.775259
2017-02-24,-0.049315,76.861012,-16.416048
2017-02-27,-0.053994,76.819512,-16.188346
2017-02-28,-0.844899,76.170465,-17.149998
2017-03-01,-0.068924,76.117965,-17.326439
2017-03-02,0.145327,76.228585,-17.625855
2017-03-03,0.370502,76.511013,-16.496173
2017-03-06,0.358438,76.785258,-16.493966
2017-03-07,-0.026058,76.765250,-16.093788
2017-03-08,-0.115413,76.676652,-16.856352
2017-03-09,0.272641,76.885704,-15.679765
2017-03-10,0.048669,76.923123,-13.883360
2017-03-13,-0.198757,76.770234,-13.850537
2017-03-14,-0.120591,76.677655,-13.300941
2017-03-15,-0.105312,76.596904,-13.223335
2017-03-16,0.167844,76.725467,-10.353263
2017-03-17,0.226422,76.899191,-11.008811
2017-03-20,0.312991,77.139878,-10.942773
2017-03-21,-0.387357,76.841071,-11.040460
2017-03-22,0.251028,77.033964,-11.455274
2017-03-23,-0.233859,76.853813,-11.324404
2017-03-24,-0.272740,76.644202,-12.261492
2017-03-27,0.293435,76.869103,-11.465601
2017-03-28,0.132457,76.970921,-10.434966
2017-03-29,-0.094396,76.898264,-11.379195
2017-03-30,-0.330563,76.644066,-12.374146
2017-03-31,-0.020490,76.628362,-12.152530
2017-04-05,0.019797,76.643532,-12.705300
2017-04-06,-0.047977,76.606761,-13.031619
2017-04-07,-0.061266,76.559827,-13.385459
2017-04-10,-0.342585,76.297544,-13.787388
2017-04-11,-0.122889,76.203783,-14.375790
2017-04-12,-0.381305,75.913214,-14.591086
2017-04-13,-0.083817,75.849586,-14.783377
2017-04-14,-0.103235,75.771283,-14.663796
2017-04-17,-0.721029,75.224950,-14.892600
2017-04-18,-0.087210,75.159346,-15.501643
2017-04-19,0.049404,75.196478,-15.826045
2017-04-20,-0.483484,74.832915,-16.471235
2017-04-21,-0.846757,74.199262,-17.549717
2017-04-24,-0.922017,73.515132,-18.499971
2017-04-25,0.051095,73.552695,-18.192260
2017-04-26,-0.545840,73.151215,-18.464418
2017-04-27,0.331509,73.393718,-18.298303
2017-04-28,0.967241,74.103612,-17.257586
2017-05-02,0.604484,74.551556,-16.798602
2017-05-03,0.181162,74.686615,-16.501294
2017-05-04,-0.005007,74.682876,-15.593919
2017-05-05,-0.184520,74.545071,-15.617584
2017-05-08,-0.512941,74.162698,-16.010901
2017-05-09,0.410518,74.467149,-15.580720
2017-05-10,-0.555663,74.053363,-16.024027
2017-05-11,-0.751888,73.496564,-16.575531
2017-05-12,-0.735902,72.955702,-17.021504
2017-05-15,-0.056743,72.914305,-16.156697
2017-05-16,0.547277,73.313348,-15.743532
2017-05-17,0.000000,73.313348,-15.942313
2017-05-18,0.346321,73.567248,-15.789689
2017-05-19,-0.068661,73.516736,-16.070630
2017-05-22,-0.948768,72.819233,-16.732708
2017-05-23,-1.654226,71.614638,-18.286964
2017-05-24,0.203791,71.760582,-17.376593
2017-05-25,-0.774352,71.204902,-18.038855
2017-05-26,-0.031819,71.182245,-18.187874
2017-05-31,-0.328206,70.948621,-18.698120
2017-06-01,-1.302749,70.024338,-20.124193
2017-06-02,0.634735,70.468807,-18.664664
2017-06-05,0.949915,71.138201,-18.063994
2017-06-06,-0.118859,71.053647,-18.342045
2017-06-07,0.179293,71.181041,-18.590317
2017-06-08,-0.326116,70.948909,-18.929344
2017-06-09,-0.209236,70.800458,-19.127954
2017-06-12,-2.025666,69.366277,-21.197600
2017-06-13,0.439054,69.670832,-20.747166
2017-06-14,0.740386,70.186665,-19.638733
2017-06-15,0.714940,70.688458,-18.592187
2017-06-16,0.174010,70.811463,-18.874976
2017-06-19,-0.201696,70.668639,-19.440361
2017-06-20,0.110213,70.746525,-19.071141
2017-06-21,-0.533901,70.368808,-19.774219
